Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
vehicleApocRV,,,,, Apocalypse RV,,,,,,,,,,,,,,
vehicleApocRVPlaceable,,,,, Apocalypse RV,,,,,,,,,,,,,,
vehicleApocRVPlaceableDesc,,,,, Apocalypse RV\n\nFound by unlocking a locked Apocalypse RV found randomly in the world,,,,,,,,,,,,,,
vehicleBlockApocRV,,,,,Apocalypse RV,,,,,,,,,,,,,,
vehicleBlockApocRVLocked,,,,,Unlockable Apocalypse RV,,,,,,,,,,,,,,
keyApocAOO,,,,,Apocalypse Key,,,,,,,,,,,,,,
keyApocAOODesc,,,,,Apocalypse Key\n\nConvert this key into and Apocalypse RV Key or an Apocalypse Tractor Key/,,,,,,,,,,,,,,
keyApocRVAOO,,,,,Apocalypse RV Key,,,,,,,,,,,,,,
keyApocRVAOODesc,,,,,Apocalypse RV Key\n\nEquip and right click on an unlockable Apocalypse RV to get a driveable one.,,,,,,,,,,,,,,
keyApocTractorAOO,,,,,Apocalypse Tractor Key,,,,,,,,,,,,,,
keyApocTractorAOODesc,,,,,Apocalypse Tractor Key\n\nEquip and right click on an unlockable Apocalypse Tractor to get a driveable one.,,,,,,,,,,,,,,
vehicleApocTractor,,,,, Apocalypse Tractor,,,,,,,,,,,,,,
vehicleApocTractorPlaceable,,,,, Apocalypse Tractor,,,,,,,,,,,,,,
vehicleApocTractorPlaceableDesc,,,,, Apocalypse Tractor\n\nFound by unlocking a locked Apocalypse Tractor found randomly in the world,,,,,,,,,,,,,,
vehicleBlockApocTractor,,,,,Apocalypse Tractor,,,,,,,,,,,,,,
vehicleBlockApocTractorLocked,,,,,Unlockable Apocalypse Tractor,,,,,,,,,,,,,,
vehicleMoped01,,,,, Moped (Red),,,,,,,,,,,,,,
vehicleMoped01Placeable,,,,, Moped (Red),,,,,,,,,,,,,,
vehicleMoped01PlaceableDesc,,,,, Moped (Red)   \n\nFound by unlocking a locked Moped found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMoped01,,,,,Moped (Red),,,,,,,,,,,,,,
vehicleBlockMoped01Locked,,,,,Unlockable Moped (Red) ,,,,,,,,,,,,,,
keyMoped01AOO,,,,,Moped (Red) Key,,,,,,,,,,,,,,
keyMoped01AOODesc,,,,,Moped (Red) Key\n\nEquip and right click on an unlockable Moped (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleMoped02,,,,, Moped (Green),,,,,,,,,,,,,,
vehicleMoped02Placeable,,,,, Moped (Green),,,,,,,,,,,,,,
vehicleMoped02PlaceableDesc,,,,, Moped (Green)    \n\nFound by unlocking a locked Moped found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMoped02,,,,,Moped (Green),,,,,,,,,,,,,,
vehicleBlockMoped02Locked,,,,,Unlockable Moped (Green) ,,,,,,,,,,,,,,
keyMoped02AOO,,,,,Moped (Green) Key,,,,,,,,,,,,,,
keyMoped02AOODesc,,,,,Moped (Green) Key\n\nEquip and right click on an unlockable Moped (Green) to get a driveable one.,,,,,,,,,,,,,,
vehicleMoped03,,,,, Moped (Blue),,,,,,,,,,,,,,
vehicleMoped03Placeable,,,,, Moped (Blue),,,,,,,,,,,,,,
vehicleMoped03PlaceableDesc,,,,, Moped (Blue)   \n\nFound by unlocking a locked Moped found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMoped03,,,,,Moped (Blue),,,,,,,,,,,,,,
vehicleBlockMoped03Locked,,,,,Unlockable Moped (Blue) ,,,,,,,,,,,,,,
keyMoped03AOO,,,,,Moped (Blue) Key,,,,,,,,,,,,,,
keyMoped03AOODesc,,,,,Moped (Blue) Key\n\nEquip and right click on an unlockable Moped (Blue) to get a driveable one.,,,,,,,,,,,,,,
vehicleMoped04,,,,, Moped (Black),,,,,,,,,,,,,,
vehicleMoped04Placeable,,,,, Moped (Black),,,,,,,,,,,,,,
vehicleMoped04PlaceableDesc,,,,,Moped (Black)    \n\nFound by unlocking a locked Moped found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMoped04,,,,,Moped (Black),,,,,,,,,,,,,,
vehicleBlockMoped04Locked,,,,,Unlockable Moped (Black) ,,,,,,,,,,,,,,
keyMoped04AOO,,,,,Moped (Black) Key,,,,,,,,,,,,,,
keyMoped04AOODesc,,,,,Moped (Black) Key\n\nEquip and right click on an unlockable Moped (Black) to get a driveable one.,,,,,,,,,,,,,,
vehicleHarley,,,,, Harley,,,,,,,,,,,,,,
vehicleHarleyPlaceable,,,,, Harley,,,,,,,,,,,,,,
vehicleHarleyPlaceableDesc,,,,,Harley    \n\nFound by unlocking a locked Harley found randomly in the world,,,,,,,,,,,,,,
vehicleBlockHarley,,,,,Harley,,,,,,,,,,,,,,
vehicleBlockHarleyLocked,,,,,Unlockable Harley ,,,,,,,,,,,,,,
keyHarleyAOO,,,,,Harley Key,,,,,,,,,,,,,,
keyHarleyAOODesc,,,,,Harley Key\n\nEquip and right click on an unlockable Harley to get a driveable one.,,,,,,,,,,,,,,
vehicleChopper,,,,, Chopper,,,,,,,,,,,,,,
vehicleChopperPlaceable,,,,, Chopper,,,,,,,,,,,,,,
vehicleChopperPlaceableDesc,,,,,Chopper    \n\nFound by unlocking a locked Chopper found randomly in the world,,,,,,,,,,,,,,
vehicleBlockChopper,,,,,Chopper,,,,,,,,,,,,,,
vehicleBlockChopperLocked,,,,,Unlockable Chopper ,,,,,,,,,,,,,,
keyChopperAOO,,,,,Chopper Key,,,,,,,,,,,,,,
keyChopperAOODesc,,,,,Chopper Key\n\nEquip and right click on an unlockable Chopper to get a driveable one.,,,,,,,,,,,,,,
vehicleMCycle01,,,,, M-cycle (Black),,,,,,,,,,,,,,
vehicleMCycle01Placeable,,,,, M-cycle (Black),,,,,,,,,,,,,,
vehicleMCycle01PlaceableDesc,,,,, M-cycle (Black)   \n\nFound by unlocking a locked M-cycle (Black) found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMCycle01,,,,,M-cycle (Black),,,,,,,,,,,,,,
vehicleBlockMCycle01Locked,,,,,Unlockable M-cycle (Black) ,,,,,,,,,,,,,,
keyMCycle01AOO,,,,,M-cycle (Black) Key,,,,,,,,,,,,,,
keyMCycle01AOODesc,,,,,M-cycle (Black) Key\n\nEquip and right click on an unlockable M-cycle (Black) to get a driveable one.,,,,,,,,,,,,,,
vehicleMCycle02,,,,, M-cycle (Blue),,,,,,,,,,,,,,
vehicleMCycle02Placeable,,,,, M-cycle (Blue),,,,,,,,,,,,,,
vehicleMCycle02PlaceableDesc,,,,, M-cycle (Blue)    \n\nFound by unlocking a locked M-cycle (Blue) found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMCycle02,,,,,M-cycle (Blue),,,,,,,,,,,,,,
vehicleBlockMCycle02Locked,,,,,Unlockable M-cycle (Blue) ,,,,,,,,,,,,,,
keyMCycle02AOO,,,,,M-cycle (Blue) Key,,,,,,,,,,,,,,
keyMCycle02AOODesc,,,,,M-cycle (Blue) Key\n\nEquip and right click on an unlockable M-cycle (Blue) to get a driveable one.,,,,,,,,,,,,,,
vehicleMCycle03,,,,, M-cycle (Red),,,,,,,,,,,,,,
vehicleMCycle03Placeable,,,,, M-cycle (Red),,,,,,,,,,,,,,
vehicleMCycle03PlaceableDesc,,,,, M-cycle (Red)   \n\nFound by unlocking a locked Moped found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMCycle03,,,,,M-cycle (Red),,,,,,,,,,,,,,
vehicleBlockMCycle03Locked,,,,,Unlockable M-cycle (Red) ,,,,,,,,,,,,,,
keyMCycle03AOO,,,,,M-cycle (Red) Key,,,,,,,,,,,,,,
keyMCycle03AOODesc,,,,,M-cycle (Red) Key\n\nEquip and right click on an unlockable M-cycle (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleMotorCycle01,,,,, Motorcycle (Red),,,,,,,,,,,,,,
vehicleMotorCycle01Placeable,,,,, Motorcycle (Red),,,,,,,,,,,,,,
vehicleMotorCycle01PlaceableDesc,,,,, Motorcycle (Red)   \n\nFound by unlocking a locked Motorcycle (Red)) found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMotorcycle01,,,,,Motorcycle (Red),,,,,,,,,,,,,,
vehicleBlockMotorcycle01Locked,,,,,Unlockable Motorcycle (Red) ,,,,,,,,,,,,,,
keyMotorcycle01AOO,,,,,Motorcycle (Red) Key,,,,,,,,,,,,,,
keyMotorcycle01AOODesc,,,,,Motorcycle (Red) Key\n\nEquip and right click on an unlockable Motorcycle (Red) to get a driveable one.,,,,,,,,,,,,,,
vehicleMotorCycle02,,,,, Motorcycle (Black),,,,,,,,,,,,,,
vehicleMotorCycle02Placeable,,,,,Motorcycle (Black),,,,,,,,,,,,,,
vehicleMotorCycle02PlaceableDesc,,,,, Motorcycle (Black)    \n\nFound by unlocking a locked Motorcycle (Black) found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMotorcycle02,,,,,Motorcycle (Black),,,,,,,,,,,,,,
vehicleBlockMotorcycle02Locked,,,,,Unlockable Motorcycle (Black) ,,,,,,,,,,,,,,
keyMotorcycle02AOO,,,,,Motorcycle (Black) Key,,,,,,,,,,,,,,
keyMotorcycle02AOODesc,,,,,Motorcycle (Black) Key\n\nEquip and right click on an unlockable Motorcycle (Black) to get a driveable one.,,,,,,,,,,,,,,
vehicleMotorCycle03,,,,, Motorcycle (Blue),,,,,,,,,,,,,,
vehicleMotorCycle03Placeable,,,,, Motorcycle (Blue),,,,,,,,,,,,,,
vehicleMotorCycle03PlaceableDesc,,,,, Motorcycle (Blue)   \n\nFound by unlocking a locked Motorcycle (Blue) found randomly in the world,,,,,,,,,,,,,,
vehicleBlockMotorcycle03,,,,,Motorcycle (Blue),,,,,,,,,,,,,,
vehicleBlockMotorcycle03Locked,,,,,Unlockable Motorcycle (Blue) ,,,,,,,,,,,,,,
keyMotorcycle03AOO,,,,,Motorcycle (Blue) Key,,,,,,,,,,,,,,
keyMotorcycle03AOODesc,,,,,Motorcycle (Blue) Key\n\nEquip and right click on an unlockable Motorcycle (Blue) to get a driveable one.,,,,,,,,,,,,,,
vehicleSportsBike,,,,, Sports Bike,,,,,,,,,,,,,,
vehicleSportsBikePlaceable,,,,, Sports Bike,,,,,,,,,,,,,,
vehicleSportsBikePlaceableDesc,,,,, Sports Bike   \n\nFound by unlocking a locked Sports Bike found randomly in the world,,,,,,,,,,,,,,
vehicleBlockSportsBike,,,,,Sports Bike,,,,,,,,,,,,,,
vehicleBlockSportsBikeLocked,,,,,Unlockable Sports Bike ,,,,,,,,,,,,,,
keySportsBikeAOO,,,,,Sports Bike Key,,,,,,,,,,,,,,
keySportsBikeAOODesc,,,,,Sports Bike Key\n\nEquip and right click on an unlockable Sports Bike to get a driveable one.,,,,,,,,,,,,,,
vehicleDirtBike,,,,, Dirt Bike,,,,,,,,,,,,,,
vehicleDirtBikePlaceable,,,,, Dirt Bike,,,,,,,,,,,,,,
vehicleDirtBikePlaceableDesc,,,,, Dirt Bike   \n\nFound by unlocking a locked Dirt Bike found randomly in the world,,,,,,,,,,,,,,
vehicleBlockDirtBike,,,,,Dirt Bike,,,,,,,,,,,,,,
vehicleBlockDirtBikeLocked,,,,,Unlockable Dirt Bike ,,,,,,,,,,,,,,
keyDirtBikeAOO,,,,,Dirt Bike Key,,,,,,,,,,,,,,
keyDirtBikeAOODesc,,,,,Dirt Bike Key\n\nEquip and right click on an unlockable Dirt Bike to get a driveable one.,,,,,,,,,,,,,,
vehicleHoverBike,,,,, Hover Bike,,,,,,,,,,,,,,
vehicleHoverBikePlaceable,,,,, Hover Bike,,,,,,,,,,,,,,
vehicleHoverBikePlaceableDesc,,,,, Hover Bike   \n\nFound by unlocking a locked Hover Bike found randomly in the world,,,,,,,,,,,,,,
vehicleBlockHoverBike,,,,,Hover Bike,,,,,,,,,,,,,,
vehicleBlockHoverBikeLocked,,,,,Unlockable Hover Bike ,,,,,,,,,,,,,,
keyHoverBikeAOO,,,,,Hover Bike Key,,,,,,,,,,,,,,
keyHoverBikeAOODesc,,,,,Hover Bike Key\n\nEquip and right click on an unlockable Dirt Bike to get a driveable one.,,,,,,,,,,,,,,
weedBundleAOO,,,,,Bag of Weed,,,,,,,,,,,,,,
weedBundleAOODesc,,,,,It's a Bag of Weed!  What ya gonna do with it?,,,,,,,,,,,,,,
AC_TheBat,,,,, "ACs The Bat",,,,,,,,,,,,,,
AC_TheBatPlaceable,,,,, "ACs The Bat",,,,,,,,,,,,,,
AC_TheBatPlaceableDesc,,,,, "ACs The Bat",,,,,,,,,,,,,,
vehiclePoliceCopter,,,,, Police Helicopter,,,,,,,,,,,,,,
vehiclePoliceCopterPlaceable,,,,, Police Helicopter,,,,,,,,,,,,,,
vehiclePoliceCopterPlaceableDesc,,,,, Police Helicopter  ,,,,,,,,,,,,,,
vehicleSnowSpeeder,,,,, Snow Speeder,,,,,,,,,,,,,,
vehicleSnowSpeederPlaceable,,,,, Snow Speeder,,,,,,,,,,,,,,
vehicleSnowSpeederPlaceableDesc,,,,, Snow Speeder,,,,,,,,,,,,,,
vehicleMI17,,,,, MI-17 Helicopter,,,,,,,,,,,,,,
vehicleMI17Placeable,,,,, MI-17 Helicopter,,,,,,,,,,,,,,
vehicleMI17PlaceableDesc,,,,, MI-17 Helicopter ,,,,,,,,,,,,,,
vehicleFlyingBroom,,,,, Flying Broom,,,,,,,,,,,,,,
vehicleFlyingBroomPlaceable,,,,, Flying Broom,,,,,,,,,,,,,,
vehicleFlyingBroomPlaceableDesc,,,,, Flying Broom,,,,,,,,,,,,,,
foodCropPeachTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked peaches. Peaches can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropPeachTSK_AOO,,,,,Peach,,,,,,,,,,,,,,
vehicleBattle01,,,,,Derby Buggy,,,,,,,,,,,,,,
vehicleBattle01Placeable,,,,,Derby Buggy,,,,,,,,,,,,,,
vehicleBlockBattle01,,,,,Derby Buggy (Locked),,,,,,,,,,,,,,
vehicleLootBlockBattle01,,,,,Derby Buggy,,,,,,,,,,,,,,
vehicleLoot2BlockBattle01,,,,,Derby Buggy,,,,,,,,,,,,,,
vehicleBlockBattle01Pickup,,,,,Derby Buggy - Driveable,,,,,,,,,,,,,,
vehicleBlockBattle01Empty,,,,,Derby Buggy - Broken,,,,,,,,,,,,,,
vehicleBattle02,,,,,Derby #1,,,,,,,,,,,,,,
vehicleBattle02Placeable,,,,,Derby #1,,,,,,,,,,,,,,
vehicleBlockBattle02,,,,,Derby #1 (Locked),,,,,,,,,,,,,,
vehicleLootBlockBattle02,,,,,Derby #1,,,,,,,,,,,,,,
vehicleLoot2BlockBattle02,,,,,Derby #1,,,,,,,,,,,,,,
vehicleBlockBattle02Pickup,,,,,Derby #1 - Driveable,,,,,,,,,,,,,,
vehicleBlockBattle02Empty,,,,,Derby #1 - Broken,,,,,,,,,,,,,,
vehicleBattle03,,,,,Derby #2,,,,,,,,,,,,,,
vehicleBattle03Placeable,,,,,Derby #2,,,,,,,,,,,,,,
vehicleBlockBattle03,,,,,Derby #2 (Locked),,,,,,,,,,,,,,
vehicleLootBlockBattle03,,,,,Derby #2,,,,,,,,,,,,,,
vehicleLoot2BlockBattle03,,,,,Derby #2,,,,,,,,,,,,,,
vehicleBlockBattle03Pickup,,,,,Derby #2 - Driveable,,,,,,,,,,,,,,
vehicleBlockBattle03Empty,,,,,Derby #2 - Broken,,,,,,,,,,,,,,
vehicleBattle04,,,,,Derby #3,,,,,,,,,,,,,,
vehicleBattle04Placeable,,,,,Derby #3,,,,,,,,,,,,,,
vehicleBlockBattle04,,,,,Derby #3 (Locked),,,,,,,,,,,,,,
vehicleLootBlockBattle04,,,,,Derby #3,,,,,,,,,,,,,,
vehicleLoot2BlockBattle04,,,,,Derby #3,,,,,,,,,,,,,,
vehicleBlockBattle04Pickup,,,,,Derby #3 - Driveable,,,,,,,,,,,,,,
vehicleBlockBattle04Empty,,,,,Derby #3 - Broken,,,,,,,,,,,,,,
vehicleBattle05,,,,,Derby #4,,,,,,,,,,,,,,
vehicleBattle05Placeable,,,,,Derby #5,,,,,,,,,,,,,,
vehicleBlockBattle05,,,,,Derby #4 (Locked),,,,,,,,,,,,,,
vehicleLootBlockBattle05,,,,,Derby #4,,,,,,,,,,,,,,
vehicleLoot2BlockBattle05,,,,,Derby #4,,,,,,,,,,,,,,
vehicleBlockBattle05Pickup,,,,,Derby #4 - Driveable,,,,,,,,,,,,,,
vehicleBlockBattle05Empty,,,,,Derby #4 - Broken,,,,,,,,,,,,,,
vehicleBattle06,,,,,Derby #5,,,,,,,,,,,,,,
vehicleBattle06Placeable,,,,,Derby #5,,,,,,,,,,,,,,
vehicleBlockBattle06,,,,,Derby #5 (Locked),,,,,,,,,,,,,,
vehicleLootBlockBattle06,,,,,Derby #5,,,,,,,,,,,,,,
vehicleLoot2BlockBattle06,,,,,Derby #5,,,,,,,,,,,,,,
vehicleBlockBattle06Pickup,,,,,Derby #5 - Driveable,,,,,,,,,,,,,,
vehicleBlockBattle06Empty,,,,,Derby #5 - Broken,,,,,,,,,,,,,,
vehicleSuperCar01,,,,,Sports Car #1,,,,,,,,,,,,,,
vehicleSuperCar01Placeable,,,,,Sports Car #1,,,,,,,,,,,,,,
vehicleBlockSuperCar01,,,,,Sports Car #1 (Locked),,,,,,,,,,,,,,
vehicleLootBlockSuperCar01,,,,,Sports Car #1,,,,,,,,,,,,,,
vehicleLoot2BlockSuperCar01,,,,,Sports Car #1,,,,,,,,,,,,,,
vehicleBlockSuperCar01Pickup,,,,,Sports Car #1 - Driveable,,,,,,,,,,,,,,
vehicleBlockSuperCar01Empty,,,,,Sports Car #1 - Broken,,,,,,,,,,,,,,
vehicleSuperCar02,,,,,Sports Car #2,,,,,,,,,,,,,,
vehicleSuperCar02Placeable,,,,,Sports Car #2,,,,,,,,,,,,,,
vehicleBlockSuperCar02,,,,,Sports Car #2 (Locked),,,,,,,,,,,,,,
vehicleLootBlockSuperCar02,,,,,Sports Car #2,,,,,,,,,,,,,,
vehicleLoot2BlockSuperCar02,,,,,Sports Car #2,,,,,,,,,,,,,,
vehicleBlockSuperCar02Pickup,,,,,Sports Car #2 - Driveable,,,,,,,,,,,,,,
vehicleBlockSuperCar02Empty,,,,,Sports Car #2 - Broken,,,,,,,,,,,,,,
vehicleSuperCar03,,,,,Sports Car #3,,,,,,,,,,,,,,
vehicleSuperCar03Placeable,,,,,Sports Car #3,,,,,,,,,,,,,,
vehicleBlockSuperCar03,,,,,Sports Car #3 (Locked),,,,,,,,,,,,,,
vehicleLootBlockSuperCar03,,,,,Sports Car #3,,,,,,,,,,,,,,
vehicleLoot2BlockSuperCar03,,,,,Sports Car #3,,,,,,,,,,,,,,
vehicleBlockSuperCar03Pickup,,,,,Sports Car #3 - Driveable,,,,,,,,,,,,,,
vehicleBlockSuperCar03Empty,,,,,Sports Car #3 - Broken,,,,,,,,,,,,,,
vehicleLootBlockRickShawBlue,,,,,RickShaw,,,,,,,,,,,,,,
vehicleLoot2BlockRickShawBlue,,,,,RickShaw,,,,,,,,,,,,,,
vehicleBlockRickShawBluePickup,,,,,RickShaw - Driveable,,,,,,,,,,,,,,
vehicleBlockRickShawBlueEmpty,,,,,RickShaw - Broken,,,,,,,,,,,,,,
vehicleLootBlockCyberDelorean,,,,,Cyber Delorean,,,,,,,,,,,,,,
vehicleLoot2BlockCyberDelorean,,,,,Cyber Delorean,,,,,,,,,,,,,,
vehicleBlockCyberDeloreanPickup,,,,,Cyber Delorean - Driveable,,,,,,,,,,,,,,
vehicleBlockCyberDeloreanEmpty,,,,,Cyber Delorean - Broken,,,,,,,,,,,,,,
vehicleLootBlockBatCar01,,,,,Bat Tumbler,,,,,,,,,,,,,,
vehicleLoot2BlockBatCar01,,,,,Bat Tumbler,,,,,,,,,,,,,,
vehicleBlockBatCar01Pickup,,,,,Bat Tumbler - Driveable,,,,,,,,,,,,,,
vehicleBlockBatCar01Empty,,,,,Bat Tumbler - Broken,,,,,,,,,,,,,,
vehicleLootBlockScooter,,,,,Scooter,,,,,,,,,,,,,,
vehicleLoot2BlockScooter,,,,,Scooter,,,,,,,,,,,,,,
vehicleBlockScooterPickup,,,,,Scooter - Driveable,,,,,,,,,,,,,,
vehicleBlockScooterEmpty,,,,,Scooter - Broken,,,,,,,,,,,,,,
vehicleBlockSportsCarWhite,,,,,Sports Car (Locked),,,,,,,,,,,,,,
vehicleLootBlockSportsCarWhite,,,,,Sports Car,,,,,,,,,,,,,,
vehicleLoot2BlockSportsCarWhite,,,,,Sports Car,,,,,,,,,,,,,,
vehicleBlockSportsCarWhitePickup,,,,,Sports Car - Driveable,,,,,,,,,,,,,,
vehicleBlockSportsCarWhiteEmpty,,,,,Sports Car - Broken,,,,,,,,,,,,,,
vehicleLootBlockHotRod01,,,,,Hot Rod,,,,,,,,,,,,,,
vehicleLoot2BlockHotRod01,,,,,Hot Rod,,,,,,,,,,,,,,
vehicleBlockHotRod01Pickup,,,,,Hot Rod - Driveable,,,,,,,,,,,,,,
vehicleBlockHotRod01Empty,,,,,Hot Rod - Broken,,,,,,,,,,,,,,
vehicleLootBlockFeature01,,,,,Feature,,,,,,,,,,,,,,
vehicleLoot2BlockFeature01,,,,,Feature,,,,,,,,,,,,,,
vehicleBlockFeature01Pickup,,,,,Feature - Driveable,,,,,,,,,,,,,,
vehicleBlockFeature01Empty,,,,,Feature - Broken,,,,,,,,,,,,,,
vehicleLootBlockBuggy01,,,,,Buggy,,,,,,,,,,,,,,
vehicleLoot2BlockBuggy01,,,,,Buggy,,,,,,,,,,,,,,
vehicleBlockBuggy01Pickup,,,,,Buggy - Driveable,,,,,,,,,,,,,,
vehicleBlockBuggy01Empty,,,,,Buggy - Broken,,,,,,,,,,,,,,
vehicleLootBlockMuscleCar01,,,,,Muscle Car,,,,,,,,,,,,,,
vehicleLoot2BlockMuscleCar01,,,,,Muscle Car,,,,,,,,,,,,,,
vehicleBlockMuscleCar01Pickup,,,,,Muscle Car - Driveable,,,,,,,,,,,,,,
vehicleBlockMuscleCar01Empty,,,,,Muscle Car - Broken,,,,,,,,,,,,,,
vehicleLootBlockApocRV,,,,,Apocalypse RV,,,,,,,,,,,,,,
vehicleLoot2BlockApocRV,,,,,Apocalypse RV,,,,,,,,,,,,,,
vehicleBlockApocRVPickup,,,,,Apocalypse RV - Driveable,,,,,,,,,,,,,,
vehicleBlockApocRVEmpty,,,,,Apocalypse RV - Broken,,,,,,,,,,,,,,
vehicleLootBlockApocTractor,,,,,Apocalypse Tractor,,,,,,,,,,,,,,
vehicleLoot2BlockApocTractor,,,,,Apocalypse Tractor,,,,,,,,,,,,,,
vehicleBlockApocTractorPickup,,,,,Apocalypse Tractor - Driveable,,,,,,,,,,,,,,
vehicleBlockApocTractorEmpty,,,,,Apocalypse Tractor - Broken,,,,,,,,,,,,,,
vehicleLootBlockHarley,,,,,Harley,,,,,,,,,,,,,,
vehicleLoot2BlockHarley,,,,,Harley,,,,,,,,,,,,,,
vehicleBlockHarleyPickup,,,,,Harley - Driveable,,,,,,,,,,,,,,
vehicleBlockHarleyEmpty,,,,,Harley - Broken,,,,,,,,,,,,,,
vehicleLootBlockChopper,,,,,Chopper,,,,,,,,,,,,,,
vehicleLoot2BlockChopper,,,,,Chopper,,,,,,,,,,,,,,
vehicleBlockChopperPickup,,,,,Chopper - Driveable,,,,,,,,,,,,,,
vehicleBlockChopperEmpty,,,,,Chopper - Broken,,,,,,,,,,,,,,
vehicleLootBlockMCycle01,,,,,M-Cycle,,,,,,,,,,,,,,
vehicleLoot2BlockMCycle01,,,,,M-Cycle,,,,,,,,,,,,,,
vehicleBlockMCycle01Pickup,,,,,M-Cycle - Driveable,,,,,,,,,,,,,,
vehicleBlockMCycle01Empty,,,,,M-Cycle - Broken,,,,,,,,,,,,,,
vehicleRW01,,,,,Road Warrior #1,,,,,,,,,,,,,,
vehicleRW01Placeable,,,,,Road Warrior #1,,,,,,,,,,,,,,
vehicleBlockRW01,,,,,Road Warrior #1 (Locked),,,,,,,,,,,,,,
vehicleLootBlockRW01,,,,,Road Warrior #1,,,,,,,,,,,,,,
vehicleLoot2BlockRW01,,,,,Road Warrior #1,,,,,,,,,,,,,,
vehicleBlockRW01Pickup,,,,,Road Warrior #1 - Driveable,,,,,,,,,,,,,,
vehicleBlockRW01Empty,,,,,Road Warrior #1 - Broken,,,,,,,,,,,,,,
vehicleRW02,,,,,Road Warrior #2,,,,,,,,,,,,,,
vehicleRW02Placeable,,,,,Road Warrior #2,,,,,,,,,,,,,,
vehicleBlockRW02,,,,,Road Warrior #2 (Locked),,,,,,,,,,,,,,
vehicleLootBlockRW02,,,,,Road Warrior #2,,,,,,,,,,,,,,
vehicleLoot2BlockRW02,,,,,Road Warrior #2,,,,,,,,,,,,,,
vehicleBlockRW02Pickup,,,,,Road Warrior #2 - Driveable,,,,,,,,,,,,,,
vehicleBlockRW02Empty,,,,,Road Warrior #2 - Broken,,,,,,,,,,,,,,
vehicleRW03,,,,,Road Warrior #3,,,,,,,,,,,,,,
vehicleRW03Placeable,,,,,Road Warrior #3,,,,,,,,,,,,,,
vehicleBlockRW03,,,,,Road Warrior #3 (Locked),,,,,,,,,,,,,,
vehicleLootBlockRW03,,,,,Road Warrior #3,,,,,,,,,,,,,,
vehicleLoot2BlockRW03,,,,,Road Warrior #3,,,,,,,,,,,,,,
vehicleBlockRW03Pickup,,,,,Road Warrior #3 - Driveable,,,,,,,,,,,,,,
vehicleBlockRW03Empty,,,,,Road Warrior #3 - Broken,,,,,,,,,,,,,,
vehicleRW04,,,,,Road Warrior #4,,,,,,,,,,,,,,
vehicleRW04Placeable,,,,,Road Warrior #4,,,,,,,,,,,,,,
vehicleBlockRW04,,,,,Road Warrior #4 (Locked),,,,,,,,,,,,,,
vehicleLootBlockRW04,,,,,Road Warrior #4,,,,,,,,,,,,,,
vehicleLoot2BlockRW04,,,,,Road Warrior #4,,,,,,,,,,,,,,
vehicleBlockRW04Pickup,,,,,Road Warrior #4 - Driveable,,,,,,,,,,,,,,
vehicleBlockRW04Empty,,,,,Road Warrior #4 - Broken,,,,,,,,,,,,,,
vehicleRW05,,,,,Road Warrior #5,,,,,,,,,,,,,,
vehicleRW05Placeable,,,,,Road Warrior #5,,,,,,,,,,,,,,
vehicleBlockRW05,,,,,Road Warrior #5 (Locked),,,,,,,,,,,,,,
vehicleLootBlockRW05,,,,,Road Warrior #5,,,,,,,,,,,,,,
vehicleLoot2BlockRW05,,,,,Road Warrior #5,,,,,,,,,,,,,,
vehicleBlockRW05Pickup,,,,,Road Warrior #5 - Driveable,,,,,,,,,,,,,,
vehicleBlockRW05Empty,,,,,Road Warrior #5 - Broken,,,,,,,,,,,,,,
vehicleRW06,,,,,Road Warrior #6,,,,,,,,,,,,,,
vehicleRW06Placeable,,,,,Road Warrior #6,,,,,,,,,,,,,,
vehicleBlockRW06,,,,,Road Warrior #6 (Locked),,,,,,,,,,,,,,
vehicleLootBlockRW06,,,,,Road Warrior #6,,,,,,,,,,,,,,
vehicleLoot2BlockRW06,,,,,Road Warrior #6,,,,,,,,,,,,,,
vehicleBlockRW06Pickup,,,,,Road Warrior #6 - Driveable,,,,,,,,,,,,,,
vehicleBlockRW06Empty,,,,,Road Warrior #6 - Broken,,,,,,,,,,,,,,
vehicleRW07,,,,,Road Warrior #7,,,,,,,,,,,,,,
vehicleRW07Placeable,,,,,Road Warrior #7,,,,,,,,,,,,,,
